Date,ProductId,Product,Product_Type,Product_Category,Sales,Profit,Margin,COGS,Total_Expenses,Marketing,Inventory,Budget_Profit,Budget_COGS,Budget_Margin,Budget_Sales,Area_Code,State,Market,Market_Size
08-01-2011,3,Decaf Irish Cream,Coffee,Decaf,119,54,68,52,27,17,554,70,60,90,150,469,Texas,South,Major Market
08-01-2011,4,Caffe Latte,Espresso,Regular,130,41,79,52,46,17,NULL,40,40,70,110,817,Texas,South,Major Market
08-01-2011,5,Caffe Mocha,Espresso,Regular,298,184,178,123,42,34,941,120,100,150,250,210,Texas,South,Major Market
08-01-2011,6,Decaf Espresso,Espresso,Decaf,243,145,145,100,37,28,598,110,80,130,210,469,Texas,South,Major Market
08-01-2011,11,Darjeeling,Tea,Regular,150,3,88,63,80,57,332,10,40,60,100,435,Utah,West,Small Market
08-01-2011,12,Earl Grey,Tea,Regular,104,26,60,45,38,14,253,30,20,50,70,435,Utah,West,Small Market
08-01-2011,13,Green Tea,Tea,Regular,64,-12,36,29,42,11,215,10,10,30,40,435,Utah,West,Small Market
08-01-2011,8,Chamomile,Herbal Tea,Decaf,150,68,90,61,38,19,322,60,50,80,130,435,Utah,West,Small Market
08-01-2011,9,Lemon,Herbal Tea,Decaf,159,61,96,64,48,21,460,60,50,90,140,435,Utah,West,Small Market
08-01-2011,10,Mint,Herbal Tea,Decaf,138,-57,19,120,56,37,1439,-30,100,20,120,801,Utah,West,Small Market
08-01-2011,1,Amaretto,Coffee,Regular,109,33,60,50,33,15,1064,40,60,70,130,435,Utah,West,Small Market
08-01-2011,2,Columbian,Coffee,Regular,97,21,56,42,38,13,384,40,50,70,120,435,Utah,West,Small Market
08-01-2011,3,Decaf Irish Cream,Coffee,Decaf,159,37,88,72,57,27,606,60,90,110,200,801,Utah,West,Small Market
08-01-2011,4,Caffe Latte,Espresso,Regular,79,39,48,32,19,8,841,30,30,40,70,435,Utah,West,Small Market
08-01-2011,5,Caffe Mocha,Espresso,Regular,174,86,99,77,34,25,581,60,70,90,160,435,Utah,West,Small Market
08-01-2011,6,Decaf Espresso,Espresso,Decaf,82,39,49,34,20,9,890,30,30,40,70,435,Utah,West,Small Market
08-01-2011,11,Darjeeling,Tea,Regular,298,184,178,123,42,34,941,100,80,120,200,805,California,West,Major Market
08-01-2011,12,Earl Grey,Tea,Regular,243,145,145,100,37,28,598,90,60,100,160,760,California,West,Major Market
08-01-2011,13,Green Tea,Tea,Regular,130,41,79,52,46,17,662,20,30,50,80,650,California,West,Major Market
08-01-2011,8,Chamomile,Herbal Tea,Decaf,320,197,191,132,45,36,994,140,110,170,280,916,California,West,Major Market
08-01-2011,9,Lemon,Herbal Tea,Decaf,672,344,367,311,110,96,1296,240,260,330,590,818,California,West,Major Market
08-01-2011,10,Mint,Herbal Tea,Decaf,119,52,68,52,28,17,554,40,40,60,100,213,California,West,Major Market
08-01-2011,1,Amaretto,Coffee,Regular,86,-192,-67,154,67,49,2105,-150,190,-90,100,858,California,West,Major Market
08-01-2011,2,Columbian,Coffee,Regular,902,508,546,364,166,127,2617,520,450,680,1130,213,California,West,Major Market
08-01-2011,3,Decaf Irish Cream,Coffee,Decaf,165,-189,-30,196,100,64,3139,-140,240,-40,200,530,California,West,Major Market
08-01-2011,4,Caffe Latte,Espresso,Regular,527,230,266,266,92,74,1797,170,250,260,510,213,California,West,Major Market
08-01-2011,5,Caffe Mocha,Espresso,Regular,408,69,239,173,176,156,927,60,160,230,390,951,California,West,Major Market
08-01-2011,6,Decaf Espresso,Espresso,Decaf,681,362,392,295,121,97,1714,250,280,370,650,909,California,West,Major Market
08-01-2011,11,Darjeeling,Tea,Regular,681,362,392,295,121,97,1714,190,190,270,460,702,Nevada,West,Small Market
08-01-2011,12,Earl Grey,Tea,Regular,527,230,266,266,92,74,1797,130,170,190,360,702,Nevada,West,Small Market
08-01-2011,13,Green Tea,Tea,Regular,21,-558,-284,284,131,107,5807,-260,180,-180,0,775,Nevada,West,Small Market
08-01-2011,8,Chamomile,Herbal Tea,Decaf,408,68,239,173,177,156,927,70,140,220,360,702,Nevada,West,Small Market
08-01-2011,9,Lemon,Herbal Tea,Decaf,463,225,271,196,100,64,1167,170,160,250,410,775,Nevada,West,Small Market
08-01-2011,10,Mint,Herbal Tea,Decaf,373,207,222,154,67,49,817,150,130,200,330,775,Nevada,West,Small Market
08-01-2011,2,Columbian,Coffee,Regular,85,1,48,38,44,14,248,20,40,60,100,775,Nevada,West,Small Market
08-01-2011,3,Decaf Irish Cream,Coffee,Decaf,89,22,49,41,31,12,1007,30,50,60,110,702,Nevada,West,Small Market
08-01-2011,4,Caffe Latte,Espresso,Regular,43,44,43,0,10,0,516,30,0,40,40,775,Nevada,West,Small Market
08-01-2011,5,Caffe Mocha,Espresso,Regular,62,26,38,25,18,7,851,30,20,40,60,702,Nevada,West,Small Market
08-01-2011,6,Decaf Espresso,Espresso,Decaf,57,23,35,23,17,6,806,20,20,30,50,775,Nevada,West,Small Market
08-01-2011,11,Darjeeling,Tea,Regular,41,12,25,16,15,4,484,10,10,10,20,541,Oregon,West,Small Market
08-01-2011,12,Earl Grey,Tea,Regular,283,144,172,114,63,37,810,80,70,120,190,541,Oregon,West,Small Market
08-01-2011,13,Green Tea,Tea,Regular,275,141,161,116,55,35,678,70,70,110,180,503,Oregon,West,Small Market
08-01-2011,8,Chamomile,Herbal Tea,Decaf,61,26,37,25,17,7,826,30,20,30,50,971,Oregon,West,Small Market
08-01-2011,9,Lemon,Herbal Tea,Decaf,154,73,87,68,32,22,587,60,50,80,130,541,Oregon,West,Small Market
08-01-2011,1,Amaretto,Coffee,Regular,88,-15,52,37,59,33,513,20,40,70,110,971,Oregon,West,Small Market
08-01-2011,2,Columbian,Coffee,Regular,113,11,67,47,55,15,474,40,50,90,140,971,Oregon,West,Small Market
08-01-2011,3,Decaf Irish Cream,Coffee,Decaf,84,26,51,34,30,10,428,40,40,60,100,503,Oregon,West,Small Market
08-01-2011,4,Caffe Latte,Espresso,Regular,108,12,60,49,47,18,414,20,40,60,100,541,Oregon,West,Small Market
08-01-2011,5,Caffe Mocha,Espresso,Regular,107,26,62,46,40,15,415,30,40,60,100,971,Oregon,West,Small Market
08-01-2011,6,Decaf Espresso,Espresso,Decaf,288,112,146,145,60,40,1292,90,130,140,270,541,Oregon,West,Small Market
08-01-2011,11,Darjeeling,Tea,Regular,125,58,79,47,34,14,366,30,30,50,80,425,Washington,West,Small Market
08-01-2011,12,Earl Grey,Tea,Regular,89,28,54,36,32,11,458,30,20,40,60,206,Washington,West,Small Market
08-01-2011,13,Green Tea,Tea,Regular,104,-11,61,44,64,39,617,10,20,50,70,253,Washington,West,Small Market
08-01-2011,8,Chamomile,Herbal Tea,Decaf,223,104,135,90,56,29,1139,80,70,120,190,253,Washington,West,Small Market
08-01-2011,9,Lemon,Herbal Tea,Decaf,117,62,70,48,23,13,839,50,40,60,100,360,Washington,West,Small Market
08-01-2011,2,Columbian,Coffee,Regular,209,105,125,86,46,27,454,120,100,160,260,425,Washington,West,Small Market
08-01-2011,3,Decaf Irish Cream,Coffee,Decaf,314,47,184,133,140,120,705,100,160,230,390,360,Washington,West,Small Market
08-01-2011,4,Caffe Latte,Espresso,Regular,68,23,39,30,20,9,581,30,20,40,60,425,Washington,West,Small Market
08-01-2011,5,Caffe Mocha,Espresso,Regular,139,28,77,63,53,23,397,20,60,70,130,360,Washington,West,Small Market
08-01-2011,6,Decaf Espresso,Espresso,Decaf,224,98,123,103,48,31,1073,90,90,120,210,425,Washington,West,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,330,129,155,155,68,43,1280,90,130,140,270,303,Colorado,Central,Major Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,134,-3,74,52,76,47,509,20,40,70,110,970,Colorado,Central,Major Market
09-01-2011,10,Mint,Herbal Tea,Decaf,133,40,72,53,45,17,410,40,40,70,110,720,Colorado,Central,Major Market
09-01-2011,11,Darjeeling,Tea,Regular,109,10,57,45,50,17,409,10,30,50,80,719,Colorado,Central,Major Market
09-01-2011,12,Earl Grey,Tea,Regular,120,37,62,51,37,15,1042,20,40,50,90,719,Colorado,Central,Major Market
09-01-2011,13,Green Tea,Tea,Regular,149,70,79,61,32,20,579,50,50,70,120,719,Colorado,Central,Major Market
09-01-2011,1,Amaretto,Coffee,Regular,322,199,179,123,45,34,928,140,130,180,310,970,Colorado,Central,Major Market
09-01-2011,2,Columbian,Coffee,Regular,141,62,74,58,32,19,548,50,60,70,130,303,Colorado,Central,Major Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,261,157,145,100,39,28,981,120,100,150,250,720,Colorado,Central,Major Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,212,125,118,81,34,22,588,110,90,140,230,719,Colorado,Central,Major Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,160,58,90,60,51,19,656,60,60,110,170,970,Colorado,Central,Major Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,322,197,179,123,46,34,928,140,100,160,260,312,Illinois,Central,Major Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,141,64,74,58,31,19,548,50,40,70,110,312,Illinois,Central,Major Market
09-01-2011,10,Mint,Herbal Tea,Decaf,261,157,145,100,39,28,981,110,80,130,210,773,Illinois,Central,Major Market
09-01-2011,11,Darjeeling,Tea,Regular,212,125,118,81,34,22,588,80,60,110,170,630,Illinois,Central,Major Market
09-01-2011,12,Earl Grey,Tea,Regular,160,59,90,60,50,19,656,40,50,80,130,630,Illinois,Central,Major Market
09-01-2011,2,Columbian,Coffee,Regular,412,191,225,162,96,53,1148,140,170,230,400,630,Illinois,Central,Major Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,318,171,176,122,61,39,801,140,120,190,310,847,Illinois,Central,Major Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,628,326,336,253,116,83,1686,280,290,400,690,309,Illinois,Central,Major Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,531,230,249,249,94,69,1775,210,280,300,580,773,Illinois,Central,Major Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,628,326,336,253,116,83,1686,210,210,300,510,319,Iowa,Central,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,318,171,176,122,61,39,801,120,100,160,260,515,Iowa,Central,Small Market
09-01-2011,11,Darjeeling,Tea,Regular,531,230,249,249,94,69,1775,140,210,220,430,563,Iowa,Central,Small Market
09-01-2011,12,Earl Grey,Tea,Regular,716,331,370,302,147,114,1783,210,250,340,590,641,Iowa,Central,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,46,47,43,0,11,0,473,40,0,50,50,712,Iowa,Central,Small Market
09-01-2011,1,Amaretto,Coffee,Regular,51,19,29,19,16,5,848,20,20,30,50,319,Iowa,Central,Small Market
09-01-2011,2,Columbian,Coffee,Regular,77,10,39,33,32,10,1003,20,30,40,70,515,Iowa,Central,Small Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,37,4,20,15,17,4,600,10,10,20,30,319,Iowa,Central,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,62,27,35,23,17,6,803,30,20,40,60,319,Iowa,Central,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,113,-10,62,44,69,40,325,10,30,60,90,314,Missouri,Central,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,123,-65,11,104,55,32,1574,-10,80,20,100,573,Missouri,Central,Small Market
09-01-2011,11,Darjeeling,Tea,Regular,97,19,52,39,39,12,248,20,30,50,80,573,Missouri,Central,Small Market
09-01-2011,12,Earl Grey,Tea,Regular,58,-18,30,24,42,9,212,-10,20,20,40,660,Missouri,Central,Small Market
09-01-2011,13,Green Tea,Tea,Regular,97,3,51,40,49,15,244,10,30,50,80,314,Missouri,Central,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,84,40,47,32,20,8,837,50,30,60,90,314,Missouri,Central,Small Market
09-01-2011,2,Columbian,Coffee,Regular,160,37,83,67,58,25,599,30,70,80,150,573,Missouri,Central,Small Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,145,50,74,62,40,19,1059,50,60,80,140,816,Missouri,Central,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,115,61,64,44,23,12,886,50,50,70,120,573,Missouri,Central,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,53,21,30,20,16,5,482,30,10,30,40,513,Ohio,Central,Major Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,77,34,43,29,20,8,862,40,20,40,60,614,Ohio,Central,Major Market
09-01-2011,11,Darjeeling,Tea,Regular,265,129,150,99,63,32,798,70,80,130,210,614,Ohio,Central,Major Market
09-01-2011,12,Earl Grey,Tea,Regular,245,120,134,96,53,29,666,80,80,120,200,234,Ohio,Central,Major Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,109,9,57,45,51,17,409,30,50,70,120,419,Ohio,Central,Major Market
09-01-2011,1,Amaretto,Coffee,Regular,133,42,72,53,44,17,410,50,50,80,130,216,Ohio,Central,Major Market
09-01-2011,2,Columbian,Coffee,Regular,114,43,64,43,35,13,424,40,40,70,110,614,Ohio,Central,Major Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,134,-4,74,52,77,47,509,20,50,80,130,614,Ohio,Central,Major Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,330,129,155,155,68,43,1280,130,170,190,360,440,Ohio,Central,Major Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,161,79,94,57,41,17,349,70,40,90,130,262,Wisconsin,Central,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,134,74,75,51,25,14,857,60,40,70,110,414,Wisconsin,Central,Small Market
09-01-2011,11,Darjeeling,Tea,Regular,120,46,67,46,36,14,454,30,30,60,90,608,Wisconsin,Central,Small Market
09-01-2011,12,Earl Grey,Tea,Regular,159,3,87,62,85,56,612,10,50,80,130,715,Wisconsin,Central,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,81,31,43,33,22,10,577,30,30,50,80,715,Wisconsin,Central,Small Market
09-01-2011,1,Amaretto,Coffee,Regular,159,34,82,67,59,25,391,30,70,80,150,608,Wisconsin,Central,Small Market
09-01-2011,2,Columbian,Coffee,Regular,238,24,130,93,114,84,692,40,90,140,230,715,Wisconsin,Central,Small Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,212,86,114,85,56,28,555,70,90,110,200,414,Wisconsin,Central,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,194,79,99,83,46,25,1063,80,90,120,210,920,Wisconsin,Central,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,160,36,83,67,59,25,599,20,50,60,110,203,Connecticut,East,Small Market
09-01-2011,10,Mint,Herbal Tea,Decaf,145,49,74,62,41,19,1059,40,40,60,100,203,Connecticut,East,Small Market
09-01-2011,11,Darjeeling,Tea,Regular,115,61,64,44,23,12,886,50,40,70,110,860,Connecticut,East,Small Market
09-01-2011,13,Green Tea,Tea,Regular,61,25,34,23,17,6,809,30,20,40,60,959,Connecticut,East,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,159,3,87,62,85,56,612,20,50,90,140,203,Connecticut,East,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,120,34,65,48,42,15,380,40,40,70,110,959,Connecticut,East,Small Market
09-01-2011,2,Columbian,Coffee,Regular,275,135,155,103,64,33,1130,110,90,150,240,203,Connecticut,East,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,81,31,43,33,22,10,577,20,20,30,50,727,Florida,East,Major Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,159,36,82,67,58,25,391,20,50,60,110,305,Florida,East,Major Market
09-01-2011,10,Mint,Herbal Tea,Decaf,194,79,99,83,46,25,1063,50,60,80,140,754,Florida,East,Major Market
09-01-2011,11,Darjeeling,Tea,Regular,93,47,52,35,20,9,875,50,30,60,90,561,Florida,East,Major Market
09-01-2011,13,Green Tea,Tea,Regular,134,73,75,51,26,14,857,60,50,80,130,754,Florida,East,Major Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,238,25,130,93,113,84,692,40,80,130,210,754,Florida,East,Major Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,212,86,114,85,56,28,555,70,80,110,190,941,Florida,East,Major Market
09-01-2011,2,Columbian,Coffee,Regular,265,128,150,99,64,32,798,100,90,140,230,352,Florida,East,Major Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,245,120,134,96,53,29,666,80,90,120,210,321,Florida,East,Major Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,109,9,57,45,51,17,409,10,30,40,70,774,Massachusetts,East,Major Market
09-01-2011,11,Darjeeling,Tea,Regular,77,34,43,29,20,8,862,30,30,40,70,617,Massachusetts,East,Major Market
09-01-2011,13,Green Tea,Tea,Regular,53,19,30,20,17,5,482,20,20,30,50,617,Massachusetts,East,Major Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,104,-46,46,52,77,47,520,-10,40,50,90,857,Massachusetts,East,Major Market
09-01-2011,7,Regular Espresso,Espresso,Regular,330,129,155,155,68,43,1280,100,140,160,300,774,Massachusetts,East,Major Market
09-01-2011,2,Columbian,Coffee,Regular,614,690,516,60,51,19,NULL,460,50,490,540,774,Massachusetts,East,Major Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,97,3,51,40,49,15,244,10,30,40,70,603,New Hampshire,East,Small Market
09-01-2011,11,Darjeeling,Tea,Regular,51,18,29,19,17,5,848,20,20,30,50,603,New Hampshire,East,Small Market
09-01-2011,13,Green Tea,Tea,Regular,46,46,43,0,12,0,473,30,0,40,40,603,New Hampshire,East,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,113,-10,62,44,69,40,325,10,40,60,100,603,New Hampshire,East,Small Market
09-01-2011,7,Regular Espresso,Espresso,Regular,58,-18,30,24,42,9,212,0,20,30,50,603,New Hampshire,East,Small Market
09-01-2011,1,Amaretto,Coffee,Regular,128,49,71,49,38,15,315,50,40,70,110,603,New Hampshire,East,Small Market
09-01-2011,2,Columbian,Coffee,Regular,148,50,84,55,50,18,453,50,50,80,130,603,New Hampshire,East,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,577,137,239,302,147,114,1518,90,220,200,420,845,New York,East,Major Market
09-01-2011,10,Mint,Herbal Tea,Decaf,119,-353,-139,251,99,77,3948,-180,190,-110,80,845,New York,East,Major Market
09-01-2011,11,Darjeeling,Tea,Regular,261,157,145,100,39,28,981,130,100,160,260,845,New York,East,Major Market
09-01-2011,12,Earl Grey,Tea,Regular,322,197,179,123,46,34,928,150,130,190,320,518,New York,East,Major Market
09-01-2011,13,Green Tea,Tea,Regular,212,125,118,81,34,22,588,100,80,130,210,718,New York,East,Major Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,72,-292,-53,121,144,110,2932,-180,110,-50,60,518,New York,East,Major Market
09-01-2011,7,Regular Espresso,Espresso,Regular,604,332,318,249,94,69,1286,240,230,320,550,516,New York,East,Major Market
09-01-2011,2,Columbian,Coffee,Regular,842,463,474,316,162,110,2580,320,300,450,750,516,New York,East,Major Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,169,82,90,69,35,22,572,60,60,90,150,337,Louisiana,South,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,160,37,83,67,58,25,599,30,60,80,140,985,Louisiana,South,Small Market
09-01-2011,2,Columbian,Coffee,Regular,127,68,71,48,25,13,834,60,60,80,140,318,Louisiana,South,Small Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,134,74,75,51,25,14,857,70,60,90,150,504,Louisiana,South,Small Market
09-01-2011,4,Caffe Latte,Espresso,Regular,159,3,87,62,85,56,NULL,0,50,70,120,318,Louisiana,South,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,161,79,94,57,41,17,349,60,40,80,120,337,Louisiana,South,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,120,46,67,46,36,14,454,40,30,60,90,337,Louisiana,South,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,51,19,29,19,16,5,848,20,10,30,40,505,New Mexico,South,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,77,12,39,33,31,10,1003,20,30,40,70,505,New Mexico,South,Small Market
09-01-2011,2,Columbian,Coffee,Regular,148,50,84,55,50,18,453,70,60,110,170,505,New Mexico,South,Small Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,123,-65,11,104,55,32,1574,-40,130,10,140,505,New Mexico,South,Small Market
09-01-2011,4,Caffe Latte,Espresso,Regular,58,-18,30,24,42,9,NULL,0,20,20,40,505,New Mexico,South,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,113,-12,62,44,70,40,325,10,30,60,90,505,New Mexico,South,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,97,19,52,39,39,12,248,10,30,40,70,505,New Mexico,South,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,159,36,82,67,58,25,391,30,60,80,140,580,Oklahoma,South,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,238,24,130,93,114,84,692,40,80,130,210,405,Oklahoma,South,Small Market
09-01-2011,2,Columbian,Coffee,Regular,149,70,79,61,32,20,579,80,70,100,170,580,Oklahoma,South,Small Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,77,34,43,29,20,8,862,50,30,60,90,580,Oklahoma,South,Small Market
09-01-2011,4,Caffe Latte,Espresso,Regular,245,122,134,96,52,29,NULL,80,80,110,190,918,Oklahoma,South,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,53,19,30,20,17,5,482,30,10,30,40,580,Oklahoma,South,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,265,129,150,99,63,32,798,80,80,130,210,405,Oklahoma,South,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,133,40,72,53,45,17,410,40,50,70,120,682,Texas,South,Major Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,114,42,64,43,36,13,424,30,40,60,100,469,Texas,South,Major Market
09-01-2011,2,Columbian,Coffee,Regular,582,292,295,251,98,77,1268,280,310,370,680,281,Texas,South,Major Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,141,62,74,58,32,19,548,70,70,90,160,806,Texas,South,Major Market
09-01-2011,4,Caffe Latte,Espresso,Regular,160,58,90,60,51,19,NULL,40,50,70,120,903,Texas,South,Major Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,322,199,179,123,45,34,928,120,100,150,250,713,Texas,South,Major Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,212,126,118,81,33,22,588,90,60,110,170,325,Texas,South,Major Market
09-01-2011,11,Darjeeling,Tea,Regular,113,-10,62,44,69,40,325,10,20,50,70,801,Utah,West,Small Market
09-01-2011,12,Earl Grey,Tea,Regular,97,18,52,39,40,12,248,20,20,40,60,435,Utah,West,Small Market
09-01-2011,13,Green Tea,Tea,Regular,58,-19,30,24,43,9,212,0,10,20,30,435,Utah,West,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,128,50,71,49,37,15,315,40,40,60,100,801,Utah,West,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,148,50,84,55,50,18,453,50,40,80,120,435,Utah,West,Small Market
09-01-2011,10,Mint,Herbal Tea,Decaf,123,-67,11,104,56,32,1574,-20,80,20,100,435,Utah,West,Small Market
09-01-2011,1,Amaretto,Coffee,Regular,145,49,74,62,41,19,1059,70,70,100,170,435,Utah,West,Small Market
09-01-2011,2,Columbian,Coffee,Regular,120,33,65,48,43,15,380,50,60,80,140,801,Utah,West,Small Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,160,36,83,67,59,25,599,50,80,100,180,435,Utah,West,Small Market
09-01-2011,4,Caffe Latte,Espresso,Regular,84,40,47,32,20,8,837,30,30,40,70,435,Utah,West,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,169,83,90,69,34,22,572,60,60,90,150,801,Utah,West,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,115,59,64,44,24,12,886,40,40,60,100,435,Utah,West,Small Market
09-01-2011,11,Darjeeling,Tea,Regular,322,199,179,123,45,34,928,100,80,120,200,310,California,West,Major Market
09-01-2011,12,Earl Grey,Tea,Regular,212,125,118,81,34,22,588,70,50,80,130,650,California,West,Major Market
09-01-2011,13,Green Tea,Tea,Regular,160,58,90,60,51,19,656,40,30,70,100,530,California,West,Major Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,261,156,145,100,40,28,981,110,80,130,210,562,California,West,Major Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,582,291,295,251,99,77,1268,200,210,270,480,209,California,West,Major Market
09-01-2011,10,Mint,Herbal Tea,Decaf,141,64,74,58,31,19,548,50,40,70,110,818,California,West,Major Market
09-01-2011,1,Amaretto,Coffee,Regular,116,-110,-13,122,61,39,2378,-70,150,-20,130,714,California,West,Major Market
09-01-2011,2,Columbian,Coffee,Regular,842,465,474,316,161,110,2580,450,390,590,980,562,California,West,Major Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,147,-178,-24,162,96,53,3421,-120,200,-30,170,818,California,West,Major Market
09-01-2011,4,Caffe Latte,Espresso,Regular,531,232,249,249,93,69,1775,160,230,240,470,310,California,West,Major Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,309,39,169,121,143,110,910,30,110,160,270,951,California,West,Major Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,628,326,336,253,116,83,1686,220,240,320,560,530,California,West,Major Market
09-01-2011,11,Darjeeling,Tea,Regular,628,328,336,253,115,83,1686,170,160,240,400,775,Nevada,West,Small Market
09-01-2011,12,Earl Grey,Tea,Regular,531,232,249,249,93,69,1775,110,160,170,330,775,Nevada,West,Small Market
09-01-2011,13,Green Tea,Tea,Regular,20,-638,-302,302,147,114,6413,-280,190,-190,0,775,Nevada,West,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,309,39,169,121,143,110,910,40,100,150,250,702,Nevada,West,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,412,191,225,162,96,53,1148,140,130,210,340,702,Nevada,West,Small Market
09-01-2011,10,Mint,Herbal Tea,Decaf,318,171,176,122,61,39,801,120,100,160,260,702,Nevada,West,Small Market
09-01-2011,2,Columbian,Coffee,Regular,97,3,51,40,49,15,244,20,50,60,110,775,Nevada,West,Small Market
09-01-2011,3,Decaf Irish Cream,Coffee,Decaf,77,10,39,33,32,10,1003,30,40,50,90,702,Nevada,West,Small Market
09-01-2011,4,Caffe Latte,Espresso,Regular,46,47,43,0,11,0,473,30,0,40,40,775,Nevada,West,Small Market
09-01-2011,5,Caffe Mocha,Espresso,Regular,51,18,29,19,17,5,848,20,10,30,40,702,Nevada,West,Small Market
09-01-2011,6,Decaf Espresso,Espresso,Decaf,62,25,35,23,18,6,803,20,20,30,50,775,Nevada,West,Small Market
09-01-2011,11,Darjeeling,Tea,Regular,53,19,30,20,17,5,482,20,10,20,30,541,Oregon,West,Small Market
09-01-2011,12,Earl Grey,Tea,Regular,265,129,150,99,63,32,798,60,60,100,160,503,Oregon,West,Small Market
09-01-2011,13,Green Tea,Tea,Regular,245,120,134,96,53,29,666,60,60,90,150,971,Oregon,West,Small Market
09-01-2011,8,Chamomile,Herbal Tea,Decaf,65,25,36,25,19,7,823,30,20,30,50,503,Oregon,West,Small Market
09-01-2011,9,Lemon,Herbal Tea,Decaf,149,70,79,61,32,20,579,50,50,70,120,541,Oregon,West,Small Market
09-01-2011,1,Amaretto,Coffee,Regular,134,-4,74,52,77,47,509,30,60,90,150,503,Oregon,West,Small Market
